Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Square Meters
2154001,3,11/23/2020,20201126,1663056,0,2094,3,USD,Male,Joseph Henry,Houston,TX,Texas,77002,United States,North America,9/5/1979,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Blue,$131.28 ,$257.50 ,804,Water Heaters,8,Home Appliances,0
2154001,4,11/23/2020,20201126,1663056,0,81,2,USD,Male,Joseph Henry,Houston,TX,Texas,77002,United States,North America,9/5/1979,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Black,$18.65 ,$40.55 ,106,Bluetooth Headphones,1,Audio,0
2156006,1,11/25/2020,20201128,1559820,0,411,6,USD,Female,Tyesha Castro,Chesterton,IN,Indiana,46304,United States,North America,2/22/1982,Proseware Laptop15 M510 White,Proseware,White,$321.44 ,$699.00 ,301,Laptops,3,Computers,0
2156006,2,11/25/2020,20201128,1559820,0,1009,3,USD,Female,Tyesha Castro,Chesterton,IN,Indiana,46304,United States,North America,2/22/1982,A. Datum Advanced Digital Camera M300 Orange,A. Datum,Orange,$86.68 ,$188.50 ,401,Digital Cameras,4,Cameras and camcorders,0
2156006,3,11/25/2020,20201128,1559820,0,1943,2,USD,Female,Tyesha Castro,Chesterton,IN,Indiana,46304,United States,North America,2/22/1982,Litware Refrigerator 3.2CuFt E160 White,Litware,White,$142.75 ,$279.99 ,802,Refrigerators,8,Home Appliances,0
2157000,1,11/26/2020,20201129,1391759,0,1648,3,USD,Female,Rosa Davis,Mansfield,OH,Ohio,44903,United States,North America,12/30/1973,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,$56.08 ,$109.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2157000,2,11/26/2020,20201129,1391759,0,1696,2,USD,Female,Rosa Davis,Mansfield,OH,Ohio,44903,United States,North America,12/30/1973,SV Hand Games for Office worker L28 Black,Southridge Video,Black,$5.63 ,$16.99 ,701,Boxed Games,7,Games and Toys,0
2157000,3,11/26/2020,20201129,1391759,0,1919,4,USD,Female,Rosa Davis,Mansfield,OH,Ohio,44903,United States,North America,12/30/1973,Fabrikam Refrigerator 3.2CuFt E1600 Green,Fabrikam,Green,$142.75 ,$279.99 ,802,Refrigerators,8,Home Appliances,0
2158005,1,11/27/2020,20201129,358880,0,452,3,CAD,Male,Sylvester Muncy,Kirkfield,ON,Ontario,K0M 2B0,Canada,North America,4/27/1938,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,$112.14 ,$219.95 ,303,Desktops,3,Computers,0
2159001,1,11/28/2020,20201204,1841562,0,1586,4,USD,Male,Charles Carlson,Golden,CO,Colorado,80401,United States,North America,8/29/1995,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,$5.82 ,$12.66 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2159001,2,11/28/2020,20201204,1841562,0,419,2,USD,Male,Charles Carlson,Golden,CO,Colorado,80401,United States,North America,8/29/1995,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,$188.13 ,$369.00 ,303,Desktops,3,Computers,0
2159003,1,11/28/2020,20201130,1671068,0,1271,1,USD,Male,Britt Miller,Richmond,VA,Virginia,23219,United States,North America,11/26/1986,Contoso Lens Cap Keeper E314 Yellow,Contoso,Yellow,$3.54 ,$6.95 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
2159007,1,11/28/2020,20201201,992150,0,1548,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company PDA Handheld 3.7 inch M630 Silver,The Phone Company,Silver,$122.32 ,$266.00 ,504,Smart phones & PDAs,5,Cell phones,0
2159007,2,11/28/2020,20201201,992150,0,851,4,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Laptop Keyboard X105 White,Contoso,White,$76.50 ,$230.90 ,308,Computers Accessories,3,Computers,0
2159008,1,11/28/2020,20201204,1219391,0,446,5,USD,Male,Oscar Sullivan,Morristown,NJ,New Jersey,7960,United States,North America,7/5/1980,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Black,$112.14 ,$219.95 ,303,Desktops,3,Computers,0
2159009,1,11/28/2020,20201201,408757,0,953,4,EUR,Male,Dieter Abendroth,Kükels,SH,Schleswig-Holstein,23829,Germany,Europe,4/12/1936,A. Datum Advanced Digital Camera M300 Black,A. Datum,Black,$86.68 ,$188.50 ,401,Digital Cameras,4,Cameras and camcorders,0
2159009,2,11/28/2020,20201201,408757,0,455,5,EUR,Male,Dieter Abendroth,Kükels,SH,Schleswig-Holstein,23829,Germany,Europe,4/12/1936,WWI Desktop PC2.33 X2330 White,Wide World Importers,White,$304.48 ,$919.00 ,303,Desktops,3,Computers,0
2159009,3,11/28/2020,20201201,408757,0,1621,4,EUR,Male,Dieter Abendroth,Kükels,SH,Schleswig-Holstein,23829,Germany,Europe,4/12/1936,Contoso DVD Movies E100 Yellow,Contoso,Yellow,$6.62 ,$12.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2162001,1,12/1/2020,20201203,1241542,0,436,1,USD,Female,Pamela Serrano,Utica,NY,New York,13502,United States,North America,11/14/1992,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,White,$188.13 ,$369.00 ,303,Desktops,3,Computers,0
2162001,2,12/1/2020,20201203,1241542,0,1426,1,USD,Female,Pamela Serrano,Utica,NY,New York,13502,United States,North America,11/14/1992,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",The Phone Company,Grey,$195.15 ,$589.00 ,503,Touch Screen Phones,5,Cell phones,0
2162001,3,12/1/2020,20201203,1241542,0,1700,1,USD,Female,Pamela Serrano,Utica,NY,New York,13502,United States,North America,11/14/1992,SV Hand Games women M40 Red,Southridge Video,Red,$4.08 ,$8.88 ,701,Boxed Games,7,Games and Toys,0
2162001,4,12/1/2020,20201203,1241542,0,1657,1,USD,Female,Pamela Serrano,Utica,NY,New York,13502,United States,North America,11/14/1992,Contoso DVD 12-Inch Player Portable M400 White,Contoso,White,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2163005,1,12/2/2020,20201205,2070898,0,1698,4,USD,Female,Zorka Juric,Eagleville,PA,Pennsylvania,19403,United States,North America,7/29/1982,SV Hand Games for students E40 Red,Southridge Video,Red,$3.56 ,$6.99 ,701,Boxed Games,7,Games and Toys,0
2163005,2,12/2/2020,20201205,2070898,0,1684,10,USD,Female,Zorka Juric,Eagleville,PA,Pennsylvania,19403,United States,North America,7/29/1982,MGS Hand Games for Office worker L299 Silver,Tailspin Toys,Silver,$5.60 ,$16.89 ,701,Boxed Games,7,Games and Toys,0
2163007,1,12/2/2020,20201205,1941044,0,1659,1,USD,Male,Jens Svendsen,Tacoma,WA,Washington,98402,United States,North America,1/23/2001,Contoso DVD 14-Inch Player Portable L100 White,Contoso,White,$86.14 ,$259.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2163007,2,12/2/2020,20201205,1941044,0,1032,2,USD,Male,Jens Svendsen,Tacoma,WA,Washington,98402,United States,North America,1/23/2001,A. Datum All in One Digital Camera M200 Azure,A. Datum,Azure,$86.45 ,$188.00 ,401,Digital Cameras,4,Cameras and camcorders,0
2164001,1,12/3/2020,20201206,1261460,0,440,3,USD,Male,Elisha Matos,Birmingham,AL,Alabama,35206,United States,North America,7/28/1938,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Silver,$112.14 ,$219.95 ,303,Desktops,3,Computers,0
2164001,2,12/3/2020,20201206,1261460,0,60,4,USD,Male,Elisha Matos,Birmingham,AL,Alabama,35206,United States,North America,7/28/1938,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,White,$79.53 ,$156.00 ,104,Recording Pen,1,Audio,0
2164001,3,12/3/2020,20201206,1261460,0,455,5,USD,Male,Elisha Matos,Birmingham,AL,Alabama,35206,United States,North America,7/28/1938,WWI Desktop PC2.33 X2330 White,Wide World Importers,White,$304.48 ,$919.00 ,303,Desktops,3,Computers,0
2164001,4,12/3/2020,20201206,1261460,0,719,8,USD,Male,Elisha Matos,Birmingham,AL,Alabama,35206,United States,North America,7/28/1938,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,Proseware,White,$75.54 ,$228.00 ,306,"Printers, Scanners & Fax",3,Computers,0
2164003,1,12/3/2020,20201209,808000,0,452,1,EUR,Male,Majid van der Meer,Beverwijk,NH,Noord-Holland,1946 ZE,Netherlands,Europe,12/6/1974,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,$112.14 ,$219.95 ,303,Desktops,3,Computers,0
2165002,1,12/4/2020,20201206,2038771,0,1021,3,USD,Male,Douglas Causby,Port Huron,MI,Michigan,48060,United States,North America,12/16/1952,A. Datum Consumer Digital Camera E100 Green,A. Datum,Green,$143.26 ,$281.00 ,401,Digital Cameras,4,Cameras and camcorders,0
2165002,2,12/4/2020,20201206,2038771,0,990,1,USD,Male,Douglas Causby,Port Huron,MI,Michigan,48060,United States,North America,12/16/1952,A. Datum All in One Digital Camera M200 Silver,A. Datum,Silver,$86.45 ,$188.00 ,401,Digital Cameras,4,Cameras and camcorders,0
2165002,3,12/4/2020,20201206,2038771,0,432,3,USD,Male,Douglas Causby,Port Huron,MI,Michigan,48060,United States,North America,12/16/1952,Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works,Brown,$254.86 ,$499.90 ,303,Desktops,3,Computers,0
2165003,1,12/4/2020,20201208,1988805,0,476,1,USD,Female,Brooke Parnell,Mira Loma,CA,California,91752,United States,North America,11/7/1948,Proseware LCD24W X300 White,Proseware,White,$287.92 ,$869.00 ,304,Monitors,3,Computers,0
2166007,1,12/5/2020,20201208,1117944,0,1486,7,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company Smart phones 320 x 320 M86 Grey,The Phone Company,Grey,$132.44 ,$288.00 ,504,Smart phones & PDAs,5,Cell phones,0
2166007,2,12/5/2020,20201208,1117944,0,1418,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,The Phone Company,Black,$134.74 ,$293.00 ,503,Touch Screen Phones,5,Cell phones,0
2166007,3,12/5/2020,20201208,1117944,0,40,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso 8GB Clock & Radio MP3 Player X850 Blue,Contoso,Blue,$99.14 ,$299.23 ,101,MP4&MP3,1,Audio,0
2166009,1,12/5/2020,20201212,1575584,0,471,3,USD,Female,Melissa Watson,Manchester,NH,New Hampshire,3101,United States,North America,11/30/1977,Proseware LCD15 E103 Black,Proseware,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,0
2166009,2,12/5/2020,20201212,1575584,0,1478,1,USD,Female,Melissa Watson,Manchester,NH,New Hampshire,3101,United States,North America,11/30/1977,The Phone Company Smart phones Expert M400 Black,The Phone Company,Black,$137.96 ,$300.00 ,504,Smart phones & PDAs,5,Cell phones,0
2168002,1,12/7/2020,20201215,1408372,0,1592,2,USD,Female,Barbra Johnson,Eagleville,PA,Pennsylvania,19403,United States,North America,7/12/1964,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Red,$8.27 ,$17.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2169001,1,12/8/2020,20201211,2002239,0,2112,3,USD,Female,Gemma Summerfield,Houston,TX,Texas,77063,United States,North America,5/3/1964,Contoso Water Heater 4.0GPM M1250 Red,Contoso,Red,$363.75 ,$791.00 ,804,Water Heaters,8,Home Appliances,0
2169001,2,12/8/2020,20201211,2002239,0,737,1,USD,Female,Gemma Summerfield,Houston,TX,Texas,77063,United States,North America,5/3/1964,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",Proseware,Green,$73.12 ,$159.00 ,306,"Printers, Scanners & Fax",3,Computers,0
2169001,3,12/8/2020,20201211,2002239,0,2113,1,USD,Female,Gemma Summerfield,Houston,TX,Texas,77063,United States,North America,5/3/1964,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Red,$258.99 ,$508.00 ,804,Water Heaters,8,Home Appliances,0
2169001,4,12/8/2020,20201211,2002239,0,976,1,USD,Female,Gemma Summerfield,Houston,TX,Texas,77063,United States,North America,5/3/1964,A. Datum All in One Digital Camera M200 Pink,A. Datum,Pink,$86.45 ,$188.00 ,401,Digital Cameras,4,Cameras and camcorders,0
2169001,5,12/8/2020,20201211,2002239,0,1025,1,USD,Female,Gemma Summerfield,Houston,TX,Texas,77063,United States,North America,5/3/1964,A. Datum SLR-like Digital Camera M400 Green,A. Datum,Green,$90.55 ,$196.90 ,401,Digital Cameras,4,Cameras and camcorders,0
2169001,6,12/8/2020,20201211,2002239,0,408,1,USD,Female,Gemma Summerfield,Houston,TX,Texas,77063,United States,North America,5/3/1964,Proseware Laptop15.4W M518 Black,Proseware,Black,$348.58 ,$758.00 ,301,Laptops,3,Computers,0
2169003,1,12/8/2020,20201213,337589,0,1551,1,CAD,Female,Adrienne Soriano,Carmangay,AB,Alberta,T0L 0N0,Canada,North America,8/8/2001,The Phone Company PDA Palm 3.7 inch M830 Silver,The Phone Company,Silver,$137.50 ,$299.00 ,504,Smart phones & PDAs,5,Cell phones,0
2169003,2,12/8/2020,20201213,337589,0,1487,1,CAD,Female,Adrienne Soriano,Carmangay,AB,Alberta,T0L 0N0,Canada,North America,8/8/2001,The Phone Company Smart phones Unlocked M300 Grey,The Phone Company,Grey,$122.78 ,$267.00 ,504,Smart phones & PDAs,5,Cell phones,0
2169003,3,12/8/2020,20201213,337589,0,2152,1,CAD,Female,Adrienne Soriano,Carmangay,AB,Alberta,T0L 0N0,Canada,North America,8/8/2001,Adventure Works Coffee Maker Super-Auto 12C X125 White,Adventure Works,White,$546.68 ,"$1,650.00 ",805,Coffee Machines,8,Home Appliances,0
2169003,4,12/8/2020,20201213,337589,0,1500,2,CAD,Female,Adrienne Soriano,Carmangay,AB,Alberta,T0L 0N0,Canada,North America,8/8/2001,The Phone Company Smart phones without camera E100 Pink,The Phone Company,Pink,$65.77 ,$129.00 ,504,Smart phones & PDAs,5,Cell phones,0
2171007,1,12/10/2020,20201219,800388,0,2510,4,EUR,Male,Robbin Goedbloed,Den Helder,NH,Noord-Holland,1781 XM,Netherlands,Europe,1/26/1998,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,White,$2.07 ,$4.06 ,505,Cell phones Accessories,5,Cell phones,0
2171007,2,12/10/2020,20201219,800388,0,1467,1,EUR,Male,Robbin Goedbloed,Den Helder,NH,Noord-Holland,1781 XM,Netherlands,Europe,1/26/1998,Contoso Sharp Touch Screen Phones M910 Black,Contoso,Black,$138.42 ,$301.00 ,503,Touch Screen Phones,5,Cell phones,0
2171008,1,12/10/2020,20201214,118829,0,1647,2,AUD,Male,Max Hutt,TELLEBANG,QLD,Queensland,4630,Australia,Australia,4/29/1968,Contoso DVD 12-Inch Player Portable M400 Black,Contoso,Black,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2171008,2,12/10/2020,20201214,118829,0,72,2,AUD,Male,Max Hutt,TELLEBANG,QLD,Queensland,4630,Australia,Australia,4/29/1968,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Blue,$22.05 ,$47.95 ,106,Bluetooth Headphones,1,Audio,0
2171008,3,12/10/2020,20201214,118829,0,278,3,AUD,Male,Max Hutt,TELLEBANG,QLD,Queensland,4630,Australia,Australia,4/29/1968,Contoso Home Theater System 2.1 Channel M1230 White,Contoso,White,$183.54 ,$360.00 ,203,Home Theater System,2,TV and Video,0
2171008,4,12/10/2020,20201214,118829,0,755,2,AUD,Male,Max Hutt,TELLEBANG,QLD,Queensland,4630,Australia,Australia,4/29/1968,Contoso Home/Office Laptop Power Adapter E300 Black,Contoso,Black,$13.00 ,$25.50 ,308,Computers Accessories,3,Computers,0
2172001,1,12/11/2020,20201215,1589180,0,1441,1,USD,Male,Jerry Maynes,Boston,MA,Massachusetts,2210,United States,North America,2/26/1984,The Phone Company Touch Screen Phones - LCD M12 Grey,The Phone Company,Grey,$91.97 ,$200.00 ,503,Touch Screen Phones,5,Cell phones,0
2173000,1,12/12/2020,20201215,935232,0,372,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Adventure Works Laptop15.4W M1548 White,Adventure Works,White,$348.58 ,$758.00 ,301,Laptops,3,Computers,0
2173001,1,12/12/2020,20201213,1377152,0,1419,5,USD,Female,Nancy Aldana,Corpus Christi,TX,Texas,78410,United States,North America,9/7/1977,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,The Phone Company,Black,$118.65 ,$258.00 ,503,Touch Screen Phones,5,Cell phones,0
2173001,2,12/12/2020,20201213,1377152,0,1628,1,USD,Female,Nancy Aldana,Corpus Christi,TX,Texas,78410,United States,North America,9/7/1977,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso,Black,$6.39 ,$13.89 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2173004,1,12/12/2020,20201215,1081604,0,427,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,$215.68 ,$469.00 ,303,Desktops,3,Computers,0
2173006,1,12/12/2020,20201216,1721634,0,609,3,USD,Male,Levi Smith,Sioux City,IA,Iowa,51119,United States,North America,4/18/1998,Contoso Screen 85in E085 Silver,Contoso,Silver,$70.87 ,$139.00 ,305,Projectors & Screens,3,Computers,0
2173010,1,12/12/2020,20201215,1891950,0,1626,2,USD,Female,Giovanna Florio,York,PA,Pennsylvania,17401,United States,North America,1/26/1957,Contoso DVD Recorder L240 Gold,Contoso,Gold,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2173010,2,12/12/2020,20201215,1891950,0,1642,1,USD,Female,Giovanna Florio,York,PA,Pennsylvania,17401,United States,North America,1/26/1957,Contoso DVD External DVD Burner M200 Black,Contoso,Black,$26.62 ,$57.88 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2173010,3,12/12/2020,20201215,1891950,0,68,8,USD,Female,Giovanna Florio,York,PA,Pennsylvania,17401,United States,North America,1/26/1957,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,$13.10 ,$25.69 ,106,Bluetooth Headphones,1,Audio,0
2175002,1,12/14/2020,20201217,988697,0,539,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Proseware Projector 1080p LCD86 Black,Proseware,Black,$760.38 ,"$2,295.00 ",305,Projectors & Screens,3,Computers,0
2175002,2,12/14/2020,20201217,988697,0,1263,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Rechargeable Battery Pack E310 Silver,Contoso,Silver,$35.68 ,$69.99 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
2175003,1,12/14/2020,20201218,1058138,0,1658,10,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso DVD 7-Inch Player Portable E200 White,Contoso,White,$56.08 ,$109.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2175003,2,12/14/2020,20201218,1058138,0,882,7,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,Contoso,Silver,$6.63 ,$13.00 ,308,Computers Accessories,3,Computers,0
2175003,3,12/14/2020,20201218,1058138,0,1484,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company Smart phones 160x160 M26 Grey,The Phone Company,Grey,$95.65 ,$208.00 ,504,Smart phones & PDAs,5,Cell phones,0
2175003,4,12/14/2020,20201218,1058138,0,1681,6,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,MGS Hand Games men M300 Silver,Tailspin Toys,Silver,$3.17 ,$6.89 ,701,Boxed Games,7,Games and Toys,0
2176008,1,12/15/2020,20201222,1756921,0,2505,4,USD,Female,Sarah Luckett,Spokane,WA,Washington,99205,United States,North America,8/28/1952,Contoso Touch Stylus Pen E150 Red,Contoso,Red,$5.09 ,$9.99 ,505,Cell phones Accessories,5,Cell phones,0
2176008,2,12/15/2020,20201222,1756921,0,205,1,USD,Female,Sarah Luckett,Spokane,WA,Washington,99205,United States,North America,8/28/1952,Litware Home Theater System 5.1 Channel M514 Black,Litware,Black,$275.46 ,$599.00 ,203,Home Theater System,2,TV and Video,0
2177001,1,12/16/2020,20201221,1778440,0,1418,7,USD,Male,David Jackson,Chicago,IL,Illinois,60637,United States,North America,10/13/1952,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,The Phone Company,Black,$134.74 ,$293.00 ,503,Touch Screen Phones,5,Cell phones,0
2177003,1,12/16/2020,20201220,1080247,0,1681,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,MGS Hand Games men M300 Silver,Tailspin Toys,Silver,$3.17 ,$6.89 ,701,Boxed Games,7,Games and Toys,0
2177003,2,12/16/2020,20201220,1080247,0,1662,4,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,MGS Hand Games for students E400 Yellow,Tailspin Toys,Yellow,$3.56 ,$6.99 ,701,Boxed Games,7,Games and Toys,0
2177005,1,12/16/2020,20201222,544047,0,1012,2,EUR,Female,Leonie Gruenewald,Coburg,BY,Freistaat Bayern,96411,Germany,Europe,6/22/1945,A. Datum Point Shoot Digital Camera M500 Orange,A. Datum,Orange,$91.05 ,$198.00 ,401,Digital Cameras,4,Cameras and camcorders,0
2177005,2,12/16/2020,20201222,544047,0,1631,1,EUR,Female,Leonie Gruenewald,Coburg,BY,Freistaat Bayern,96411,Germany,Europe,6/22/1945,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,$5.82 ,$12.66 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2177006,1,12/16/2020,20201222,1667206,0,1303,1,USD,Female,Janine Loveland,Oakland,CA,California,94612,United States,North America,8/4/1950,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,$43.69 ,$95.00 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
2177011,1,12/16/2020,20201217,1718031,0,1653,7,USD,Male,Edmond Kyser,Ocean City,MD,Maryland,21842,United States,North America,11/4/1993,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,$56.08 ,$109.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2177011,2,12/16/2020,20201217,1718031,0,981,5,USD,Male,Edmond Kyser,Ocean City,MD,Maryland,21842,United States,North America,11/4/1993,A. Datum Advanced Digital Camera M300 Pink,A. Datum,Pink,$86.68 ,$188.50 ,401,Digital Cameras,4,Cameras and camcorders,0
2177014,1,12/16/2020,20201220,2052082,0,1126,1,USD,Male,Jozef Vrba,Ocala,FL,Florida,34471,United States,North America,10/10/1991,Fabrikam SLR Camera M148 Gold,Fabrikam,Gold,$152.68 ,$332.00 ,402,Digital SLR Cameras,4,Cameras and camcorders,0
2178000,1,12/17/2020,20201223,836435,0,787,5,EUR,Male,Geraldo Verkerke,Lienden,GE,Gelderland,4033 DG,Netherlands,Europe,6/17/2001,Contoso Power Inverter - DC to AC power inverter E900 White,Contoso,White,$4.84 ,$9.50 ,308,Computers Accessories,3,Computers,0
2178000,2,12/17/2020,20201223,836435,0,1432,2,EUR,Male,Geraldo Verkerke,Lienden,GE,Gelderland,4033 DG,Netherlands,Europe,6/17/2001,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Grey,$137.96 ,$300.00 ,503,Touch Screen Phones,5,Cell phones,0
2178000,3,12/17/2020,20201223,836435,0,1656,6,EUR,Male,Geraldo Verkerke,Lienden,GE,Gelderland,4033 DG,Netherlands,Europe,6/17/2001,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,$73.57 ,$159.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2178004,1,12/17/2020,20201221,1591484,0,1624,1,USD,Female,Yvonne Cross,New York,NY,New York,10011,United States,North America,6/23/1938,Contoso DVD Recorder L220 White,Contoso,White,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2178004,2,12/17/2020,20201221,1591484,0,438,5,USD,Female,Yvonne Cross,New York,NY,New York,10011,United States,North America,6/23/1938,WWI Desktop PC2.33 X2330 Silver,Wide World Importers,Silver,$304.48 ,$919.00 ,303,Desktops,3,Computers,0
2178004,3,12/17/2020,20201221,1591484,0,1621,7,USD,Female,Yvonne Cross,New York,NY,New York,10011,United States,North America,6/23/1938,Contoso DVD Movies E100 Yellow,Contoso,Yellow,$6.62 ,$12.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2178004,4,12/17/2020,20201221,1591484,0,1571,10,USD,Female,Yvonne Cross,New York,NY,New York,10011,United States,North America,6/23/1938,SV DVD Player M100 Black,Southridge Video,Black,$26.21 ,$56.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2178015,1,12/17/2020,20201218,1512274,0,449,3,USD,Female,Marlene Rowe,Winona,MN,Minnesota,55987,United States,North America,7/6/1964,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,$160.49 ,$349.00 ,303,Desktops,3,Computers,0
2178015,2,12/17/2020,20201218,1512274,0,1657,1,USD,Female,Marlene Rowe,Winona,MN,Minnesota,55987,United States,North America,7/6/1964,Contoso DVD 12-Inch Player Portable M400 White,Contoso,White,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2178015,3,12/17/2020,20201218,1512274,0,2107,1,USD,Female,Marlene Rowe,Winona,MN,Minnesota,55987,United States,North America,7/6/1964,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Grey,$363.75 ,$791.00 ,804,Water Heaters,8,Home Appliances,0
2178015,4,12/17/2020,20201218,1512274,0,1593,6,USD,Female,Marlene Rowe,Winona,MN,Minnesota,55987,United States,North America,7/6/1964,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Red,$6.39 ,$13.89 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2178016,1,12/17/2020,20201221,476275,0,1224,3,EUR,Male,Ralf Holtzmann,Hof,BY,Freistaat Bayern,95001,Germany,Europe,6/4/1956,Fabrikam Trendsetter 1'' 25mm X400 Black,Fabrikam,Black,$341.26 ,"$1,030.00 ",405,Camcorders,4,Cameras and camcorders,0
2178016,2,12/17/2020,20201221,476275,0,1609,1,EUR,Male,Ralf Holtzmann,Hof,BY,Freistaat Bayern,95001,Germany,Europe,6/4/1956,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,$86.14 ,$259.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
2178016,3,12/17/2020,20201221,476275,0,1718,1,EUR,Male,Ralf Holtzmann,Hof,BY,Freistaat Bayern,95001,Germany,Europe,6/4/1956,MGS Zoo Tycoon 2: Zookeeper Collection M260,Tailspin Toys,Blue,$32.25 ,$70.13 ,702,Download Games,7,Games and Toys,0
2178016,4,12/17/2020,20201221,476275,0,1665,8,EUR,Male,Ralf Holtzmann,Hof,BY,Freistaat Bayern,95001,Germany,Europe,6/4/1956,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,$2.54 ,$4.99 ,701,Boxed Games,7,Games and Toys,0
